基金代码,基金名称,截止日期,单位净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,起购金额,原手续费,现手续费,成立日期,基金经理,类型,管理人,资产规模
d006533,易方达科融混合,2021-11-24,3.2483,-0.24,3.09,5.49,5.21,46.60,73.31,195.09,,55.56,224.83,1,0.15,0,2019-03-26,刘健维,混合型-偏股,易方达基金,11.97亿元（截止至：2021-09-30）
d400032,东方主题精选混合,2021-11-24,2.1295,0.03,3.01,9.00,8.88,38.58,73.02,233.10,308.97,52.56,112.95,10元,1.50%,0.15%,2015-03-23,蒋茜,混合型-偏股,东方基金,13.36亿元（截止至：2021-09-30）
d001643,汇丰晋信智造先锋股票A,2021-11-24,4.4174,0.21,4.82,11.45,4.34,36.36,72.90,311.50,459.80,46.12,341.61,10元,1.50%,0.15%,2015-09-30,陆彬,股票型,汇丰晋信基金,23.07亿元（截止至：2021-09-30）
d005353,鹏扬景泰成长混合C,2021-11-24,3.0479,-0.79,5.17,5.89,8.42,48.30,72.83,196.60,272.79,50.33,204.79,1,0.00,0,2017-12-20,邓彬彬,混合型-偏股,鹏扬基金,1.34亿元（截止至：2021-09-30）
d590003,中邮核心优势灵活配置混合,2021-11-24,3.2310,0.81,9.75,2.28,4.43,57.69,72.23,148.92,171.06,63.84,280.70,10元,1.50%,0.15%,2009-10-28,张腾,混合型-灵活,中邮基金,13.11亿元（截止至：2021-09-30）
d001644,汇丰晋信智造先锋股票C,2021-11-24,4.2878,0.21,4.81,11.40,4.21,36.02,72.03,307.43,451.84,45.46,328.65,10元,,0.00%,2015-09-30,陆彬,股票型,汇丰晋信基金,13.51亿元（截止至：2021-09-30）
d164304,新华中证环保产业指数,2021-11-24,1.7461,-1.93,0.86,2.14,8.33,48.21,71.97,158.55,169.43,53.98,100.43,1,0.10,0,2014-09-11,邓岳,指数型-股票,新华基金,2.02亿元（截止至：2021-09-30）
d000603,易方达创新驱动灵活配置混合,2021-11-24,2.5930,-2.26,0.70,6.93,8.22,63.39,71.72,187.79,270.43,54.81,159.30,10元,1.50%,0.15%,2015-02-13,贾健,混合型-灵活,易方达基金,58.14亿元（截止至：2021-09-30）
d310358,申万菱信新经济混合,2021-11-24,1.9049,-0.51,3.21,6.33,14.10,41.94,71.72,156.93,202.45,56.71,464.01,10元,1.50%,0.15%,2006-12-06,付娟,混合型-偏股,申万菱信基金,25.87亿元（截止至：2021-09-30）
d009651,海富通成长甄选混合A,2021-11-24,1.7187,-1.56,2.86,0.57,-3.20,62.54,71.41,,,52.34,71.87,1,0.15,0,2020-09-27,吕越超,混合型-偏股,海富通基金,6.26亿元（截止至：2021-09-30）
d005825,申万菱信智能驱动股票,2021-11-24,4.1963,-0.95,6.32,11.03,13.24,42.13,70.84,186.68,351.76,53.07,323.66,10元,1.50%,0.15%,2018-06-13,徐远航,股票型,申万菱信基金,2.48亿元（截止至：2021-09-30）
d001811,中欧明睿新常态混合A,2021-11-24,3.6581,-1.49,2.24,4.61,2.12,41.35,70.78,162.98,294.82,56.20,348.38,1,0.15,0,2016-03-03,周应波,混合型-偏股,中欧基金,88.46亿元（截止至：2021-09-30）
d009652,海富通成长甄选混合C,2021-11-24,1.7107,-1.57,2.86,0.53,-3.31,62.21,70.71,,,51.79,71.07,1,0.00,0,2020-09-27,吕越超,混合型-偏股,海富通基金,3.52亿元（截止至：2021-09-30）
d009968,金鹰内需成长混合A,2021-11-24,1.5377,-2.00,1.26,4.23,5.91,38.79,70.46,,,54.16,73.48,10元,1.50%,0.15%,2020-08-20,陈立,混合型-偏股,金鹰基金,2.42亿元（截止至：2021-09-30）
d006051,鹏扬核心价值灵活配置A,2021-11-24,3.0773,-0.81,4.67,5.34,6.89,44.62,69.91,187.57,,47.42,207.73,1,0.15,0,2019-01-29,邓彬彬,混合型-灵活,鹏扬基金,3.68亿元（截止至：2021-09-30）
d005119,银华智荟内在价值灵活配置,2021-11-24,2.5505,-1.36,4.65,2.20,-1.51,36.40,69.77,153.83,278.08,44.05,155.05,1,0.15,0,2017-09-28,方建,混合型-灵活,银华基金,4.01亿元（截止至：2021-09-30）
d001790,国泰智能汽车股票A,2021-11-24,3.3550,-1.58,3.93,8.86,7.53,47.08,69.62,261.53,369.89,46.00,235.50,10元,1.50%,0.15%,2017-08-01,王阳,股票型,国泰基金,89.82亿元（截止至：2021-09-30）
d008009,华商高端装备制造股票,2021-11-24,2.9197,-1.63,1.66,5.97,4.27,54.93,69.54,,,52.70,191.97,10元,1.50%,0.15%,2019-12-10,吴昊,股票型,华商基金,7.37亿元（截止至：2021-09-30）
d005765,中欧明睿新常态混合C,2021-11-24,3.5850,-1.49,2.22,4.53,1.90,40.81,69.50,158.84,284.99,55.06,235.76,1,0.00,0,2018-03-14,周应波,混合型-偏股,中欧基金,10.91亿元（截止至：2021-09-30）
d519702,交银趋势混合A,2021-11-24,4.6733,0.15,2.63,8.23,9.21,49.98,69.45,196.91,301.14,74.70,578.79,10元,1.50%,0.15%,2010-12-22,杨金金,混合型-偏股,交银施罗德基金,78.18亿元（截止至：2021-09-30）
d001809,中信建投智信物联网A,2021-11-24,3.0632,-2.14,3.64,5.42,5.03,50.73,69.29,164.59,290.52,47.31,206.32,10元,1.50%,0.15%,2016-08-03,周紫光,混合型-灵活,中信建投基金,3.46亿元（截止至：2021-09-30）
d001323,东吴移动互联混合A,2021-11-24,2.5404,-1.22,3.76,10.22,7.16,55.76,69.28,165.18,218.35,52.31,154.04,10元,1.50%,0.15%,2015-05-27,刘元海,混合型-灵活,东吴基金,0.82亿元（截止至：2021-09-30）
d006052,鹏扬核心价值灵活配置C,2021-11-24,3.0395,-0.81,4.66,5.30,6.78,44.34,69.25,185.32,,46.89,203.95,1,0.00,0,2019-01-29,邓彬彬,混合型-灵活,鹏扬基金,0.62亿元（截止至：2021-09-30）
d009969,金鹰内需成长混合C,2021-11-24,1.5240,-1.99,1.26,4.16,5.70,38.24,69.11,,,53.07,71.74,10元,,0.00%,2020-08-20,陈立,混合型-偏股,金鹰基金,1.12亿元（截止至：2021-09-30）
d000739,平安新鑫先锋A,2021-11-24,3.2060,0.16,3.89,13.73,11.98,60.54,69.09,189.87,270.21,57.70,220.60,10元,1.20%,0.12%,2015-01-29,张晓泉,混合型-灵活,平安基金,1.13亿元（截止至：2021-09-30）
d002170,东吴移动互联混合C,2021-11-24,2.5333,-1.22,3.76,10.20,7.11,55.62,68.95,167.23,220.67,52.08,150.57,10元,,0.00%,2015-11-26,刘元海,混合型-灵活,东吴基金,0.03亿元（截止至：2021-09-30）
d004636,中信建投智信物联网C,2021-11-24,3.1562,-2.15,3.63,5.38,4.92,50.42,68.62,162.49,285.99,46.79,215.62,10元,,0.00%,2017-05-10,周紫光,混合型-灵活,中信建投基金,1.68亿元（截止至：2021-09-30）
d004812,中欧先进制造股票A,2021-11-24,3.7772,-2.43,0.67,1.13,1.92,43.49,68.47,257.62,380.32,39.92,277.72,1,0.15,0,2018-01-19,卢纯青,股票型,中欧基金,36.41亿元（截止至：2021-09-30）
d001515,平安新鑫先锋C,2021-11-24,3.1100,0.13,3.91,13.71,11.87,60.23,68.38,187.70,265.88,57.15,75.41,10元,,0.00%,2015-06-16,张晓泉,混合型-灵活,平安基金,0.80亿元（截止至：2021-09-30）
d310368,申万菱信竞争优势混合,2021-11-24,3.0526,-1.62,6.31,3.29,6.56,48.64,67.88,149.84,238.76,53.29,535.34,100元,1.50%,0.15%,2008-07-04,廖明兵,混合型-偏股,申万菱信基金,1.21亿元（截止至：2021-09-30）
d010363,信达澳银匠心臻选两年持有期混合,2021-11-24,1.7137,-0.98,2.27,6.91,12.71,53.89,67.70,,,55.27,71.37,1,1.50,0,2020-10-30,冯明远,混合型-偏股,信达澳银基金,51.41亿元（截止至：2021-09-30）
d004223,金信多策略精选灵活配置,2021-11-24,2.0192,-2.20,3.86,8.29,-0.86,49.04,67.54,81.94,99.10,53.04,206.89,10元,1.50%,0.15%,2017-06-08,刘榕俊,混合型-灵活,金信基金,0.20亿元（截止至：2021-09-30）
d001476,中银智能制造股票A,2021-11-24,2.4190,-2.06,2.37,5.96,9.06,45.64,67.52,242.63,374.31,50.25,141.90,10元,1.50%,0.15%,2015-06-19,王伟,股票型,中银基金,16.27亿元（截止至：2021-09-30）
d004813,中欧先进制造股票C,2021-11-24,3.7401,-2.43,0.66,1.06,1.72,42.92,67.14,253.47,377.72,38.92,274.01,1,0.00,0,2018-01-19,卢纯青,股票型,中欧基金,26.72亿元（截止至：2021-09-30）
d001064,广发中证环保ETF联接A,2021-11-24,1.3490,-1.93,0.83,2.11,7.25,45.29,66.75,150.46,167.55,48.67,34.90,1,0.12,0,2015-03-25,霍华明,指数型-股票,广发基金,13.99亿元（截止至：2021-09-30）
d168401,红土转型精选混合(LOF),2021-11-24,3.2185,-0.32,3.95,8.74,0.13,50.70,66.66,155.54,229.43,46.56,221.85,1,0.15,0,2016-12-30,盖俊龙,混合型-灵活,红土创新基金,0.94亿元（截止至：2021-09-30）
d002984,广发中证环保ETF联接C,2021-11-24,1.3322,-1.93,0.83,2.10,7.20,45.15,66.42,149.48,166.01,48.40,77.30,1,0.00,0,2016-07-06,霍华明,指数型-股票,广发基金,3.72亿元（截止至：2021-09-30）
d008638,广发科技创新混合A,2021-11-24,2.1848,-1.90,2.09,8.80,5.11,42.50,66.35,,,61.07,118.48,1,0.15,0,2019-12-25,吴远怡,混合型-偏股,广发基金,44.46亿元（截止至：2021-09-30）
d001471,融通新能源灵活配置混合,2021-11-24,3.1780,-1.79,1.21,7.00,2.22,54.20,65.95,155.06,259.50,46.93,253.45,10元,1.50%,0.15%,2015-06-29,彭炜,混合型-灵活,融通基金,6.73亿元（截止至：2021-09-30）
d001877,宝盈国家安全沪港深股票A,2021-11-24,1.8121,-0.38,0.54,9.23,5.79,44.62,65.49,114.45,156.31,60.93,81.21,10元,1.50%,0.15%,2016-01-20,陈金伟,股票型,宝盈基金,8.76亿元（截止至：2021-09-30）
d006392,中信保诚创新成长混合,2021-11-24,3.7961,-0.46,1.49,6.61,5.09,31.00,65.40,227.53,,50.05,279.61,1,0.15,0,2019-01-30,王睿,混合型-灵活,中信保诚基金,17.20亿元（截止至：2021-09-30）
d006128,银河和美生活混合,2021-11-24,2.3272,-1.10,4.68,10.19,1.78,57.78,65.35,98.70,132.72,47.00,132.72,10元,1.50%,0.15%,2018-11-22,郑巍山,混合型-偏股,银河基金,6.61亿元（截止至：2021-09-30）
d519126,浦银安盛新经济结构混合A,2021-11-24,3.9728,-0.19,3.49,4.74,3.30,31.86,65.12,201.43,325.81,44.89,297.28,10元,1.50%,0.15%,2014-05-20,蒋佳良,混合型-灵活,浦银安盛基金,37.69亿元（截止至：2021-09-30）
d009368,浦银安盛价值精选混合A,2021-11-24,1.6964,-0.18,3.46,5.09,5.01,37.19,65.05,,,45.78,69.64,1,0.15,0,2020-07-22,蒋佳良,混合型-偏股,浦银安盛基金,7.53亿元（截止至：2021-09-30）
d000756,建信潜力新蓝筹股票,2021-11-24,3.6830,-0.14,0.41,11.88,15.49,46.56,64.71,172.21,225.64,52.38,268.30,10元,1.50%,0.15%,2014-09-10,周智硕,股票型,建信基金,1.19亿元（截止至：2021-09-30）
d009913,中信保诚成长动力,2021-11-24,1.6594,-0.66,0.62,3.85,8.51,52.59,64.56,,,55.75,65.94,1,0.15,0,2020-09-09,刘锐,混合型-偏股,中信保诚基金,6.45亿元（截止至：2021-09-30）
d009369,浦银安盛价值精选混合C,2021-11-24,1.6874,-0.18,3.45,5.05,4.91,36.92,64.40,,,45.25,68.74,1,0.00,0,2020-07-22,蒋佳良,混合型-偏股,浦银安盛基金,4.32亿元（截止至：2021-09-30）
d009954,北信瑞丰优选成长,2021-11-24,1.6710,2.60,5.91,5.97,14.77,43.96,64.05,,,45.03,67.10,10元,1.50%,0.15%,2020-09-27,庞文杰,股票型,北信瑞丰,0.59亿元（截止至：2021-09-30）
d006265,红土创新新科技股票,2021-11-24,4.3976,-1.15,4.52,5.05,-6.40,41.36,63.85,235.68,350.28,37.00,346.45,10元,1.50%,0.15%,2018-09-14,石炯,股票型,红土创新基金,3.95亿元（截止至：2021-09-30）
d000409,鹏华环保产业股票,2021-11-24,6.0310,-2.16,0.38,1.28,3.50,49.21,63.84,250.44,327.73,44.66,503.10,10元,1.50%,0.15%,2014-03-07,孟昊,股票型,鹏华基金,36.04亿元（截止至：2021-09-30）
d164905,交银国证新能源指数(LOF)A,2021-11-24,1.6893,-1.87,1.64,3.82,6.37,50.05,63.53,187.03,207.36,49.17,77.42,1,0.12,0,2015-03-26,邵文婷,指数型-股票,交银施罗德基金,5.96亿元（截止至：2021-09-30）
d005299,万家成长优选混合A,2021-11-24,3.4289,-0.48,4.47,9.92,-0.89,31.61,62.96,208.63,327.86,46.87,242.89,10元,1.50%,0.15%,2018-02-01,李文宾,混合型-灵活,万家基金,11.00亿元（截止至：2021-09-30）
d001858,建信鑫利灵活配置混合,2021-11-24,3.1752,-1.17,1.18,6.28,4.31,40.68,62.86,210.23,278.54,41.34,217.52,10元,1.50%,0.15%,2015-10-29,陶灿,混合型-灵活,建信基金,4.21亿元（截止至：2021-09-30）
d000584,新华鑫益灵活配置混合C,2021-11-24,6.8153,-1.73,-1.86,7.92,8.47,52.91,62.66,179.89,266.61,46.13,581.53,10元,,0.00%,2014-04-16,栾超,混合型-灵活,新华基金,4.22亿元（截止至：2021-09-30）
d003501,泰达睿智稳健混合A,2021-11-24,1.5645,-0.46,2.20,11.67,11.44,43.00,62.47,105.81,142.40,48.00,94.04,10元,1.50%,0.15%,2016-11-23,孟杰,混合型-灵活,泰达宏利基金,0.26亿元（截止至：2021-09-30）
d009437,信达澳银科创一年定开混合A,2021-11-19,1.7391,,-0.92,7.93,5.53,68.16,62.46,,,59.14,73.91,1,0.15,0,2020-05-29,冯明远,混合型-偏股,信达澳银基金,5.85亿元（截止至：2021-09-30）
d000924,宝盈先进制造混合A,2021-11-24,3.6760,-1.58,1.83,8.69,9.86,32.14,62.37,186.87,364.64,42.76,365.90,10元,1.50%,0.15%,2014-12-17,张仲维,混合型-灵活,宝盈基金,13.05亿元（截止至：2021-09-30）
d009438,信达澳银科创一年定开混合C,2021-11-19,1.7366,,-0.92,7.92,5.50,68.08,62.30,,,59.01,73.66,1,0.00,0,2020-05-29,冯明远,混合型-偏股,信达澳银基金,1.05亿元（截止至：2021-09-30）
d673060,西部利得景瑞灵活配置混合A,2021-11-24,3.1660,-1.74,0.60,4.94,7.39,44.76,62.28,157.40,349.68,53.91,240.86,10元,0.60%,0.06%,2016-08-25,陈保国,混合型-灵活,西部利得基金,4.39亿元（截止至：2021-09-30）
d005300,万家成长优选混合C,2021-11-24,3.3616,-0.48,4.46,9.87,-1.02,31.29,62.15,205.60,321.46,46.21,236.16,10元,,0.00%,2018-02-01,李文宾,混合型-灵活,万家基金,8.08亿元（截止至：2021-09-30）
d007306,华泰柏瑞基本面智选A,2021-11-24,3.2475,-1.41,0.02,2.88,2.51,25.27,61.86,170.42,,34.19,224.75,1,0.15,0,2019-06-05,牛勇,混合型-偏股,华泰柏瑞基金,1.62亿元（截止至：2021-09-30）
d009258,西部利得景瑞灵活配置混合C,2021-11-24,3.1470,-1.75,0.58,4.90,7.26,44.49,61.63,,,53.29,150.36,10元,,0.00%,2020-04-07,陈保国,混合型-灵活,西部利得基金,1.59亿元（截止至：2021-09-30）
d007307,华泰柏瑞基本面智选C,2021-11-24,3.2141,-1.41,0.01,2.85,2.44,25.11,61.46,169.59,,33.89,221.41,1,0.00,0,2019-06-05,牛勇,混合型-偏股,华泰柏瑞基金,1.13亿元（截止至：2021-09-30）
d007579,宝盈先进制造混合C,2021-11-24,3.6110,-1.58,1.80,8.60,9.66,31.60,61.06,182.50,,41.77,254.07,10元,,0.00%,2019-07-01,张仲维,混合型-灵活,宝盈基金,0.57亿元（截止至：2021-09-30）
d001322,东吴新趋势价值线混合,2021-11-24,1.4352,-1.21,3.56,8.96,7.42,49.97,61.02,157.67,231.45,44.44,43.52,10元,1.50%,0.15%,2015-07-01,刘元海,混合型-灵活,东吴基金,2.23亿元（截止至：2021-09-30）
d000039,农银高增长混合,2021-11-24,4.7411,-1.08,1.41,9.16,8.54,56.19,61.01,139.91,207.94,42.63,374.11,10元,1.50%,0.15%,2013-03-26,张燕,混合型-偏股,农银汇理基金,2.65亿元（截止至：2021-09-30）
d000696,汇添富环保行业股票,2021-11-24,3.2000,-1.45,2.79,5.02,4.71,42.03,60.97,199.63,243.72,42.98,220.00,10元,1.50%,0.15%,2014-09-16,赵剑,股票型,汇添富基金,58.11亿元（截止至：2021-09-30）
d009511,信达澳银研究优选混合,2021-11-24,1.6243,-0.93,3.00,7.21,5.34,59.95,60.71,,,56.35,62.43,10元,1.50%,0.15%,2020-06-22,冯明远,混合型-偏股,信达澳银基金,11.23亿元（截止至：2021-09-30）
d000433,安信鑫发优选混合A,2021-11-24,2.7583,1.31,3.38,0.70,18.13,29.62,60.46,127.21,176.94,66.36,175.83,10元,1.00%,0.10%,2013-12-31,黎志军,混合型-灵活,安信基金,1.75亿元（截止至：2021-09-30）
d005794,银华心怡灵活配置混合A,2021-11-24,3.5150,-0.57,1.17,-0.52,5.35,37.23,60.31,150.12,305.12,42.58,284.54,1,0.15,0,2018-07-05,李晓星,混合型-灵活,银华基金,76.83亿元（截止至：2021-09-30）
d000061,华夏盛世混合,2021-11-24,1.6510,-0.30,0.67,1.91,2.87,40.75,60.29,151.68,200.73,49.95,65.10,10元,1.50%,0.15%,2009-12-11,郑煜,混合型-偏股,华夏基金,14.31亿元（截止至：2021-09-30）
d006132,万家智造优势混合A,2021-11-24,3.2525,-0.57,4.13,8.87,-0.06,35.96,60.27,189.05,275.08,46.64,278.68,1,0.15,0,2018-08-28,李文宾,混合型-偏股,万家基金,1.98亿元（截止至：2021-09-30）
d519115,浦银安盛红利精选混合A,2021-11-24,4.5323,-0.39,4.63,7.38,2.59,37.55,60.15,137.17,246.77,45.31,353.23,10元,1.50%,0.15%,2009-12-03,杨富麟,混合型-偏股,浦银安盛基金,1.00亿元（截止至：2021-09-30）
d160805,长盛同智优势混合(LOF),2021-11-24,1.7155,-1.45,0.75,2.66,2.04,42.21,59.97,132.04,173.65,42.13,224.08,1,0.15,0,2007-01-05,孟棋,混合型-偏股,长盛基金,7.38亿元（截止至：2021-09-30）
d002345,华夏高端制造混合,2021-11-24,2.0280,-2.31,1.30,4.86,-5.14,36.20,59.81,174.05,228.16,28.52,102.80,10元,1.50%,0.15%,2016-05-11,吴昊,混合型-灵活,华夏基金,24.30亿元（截止至：2021-09-30）
d007484,信达澳银核心科技混合,2021-11-24,2.7596,-0.84,3.01,6.75,5.41,56.19,59.79,167.38,,52.28,175.96,1,0.15,0,2019-08-14,冯明远,混合型-偏股,信达澳银基金,11.59亿元（截止至：2021-09-30）
d519918,华夏兴和混合,2021-11-24,4.4710,-2.10,2.19,14.38,0.34,44.88,59.74,186.24,272.89,62.29,347.10,10元,1.50%,0.15%,2014-05-30,李彦,混合型-偏股,华夏基金,34.29亿元（截止至：2021-09-30）
d009025,海富通科技创新混合A,2021-11-24,1.5936,-1.72,3.37,2.04,0.46,56.91,59.68,,,33.80,59.36,1,0.15,0,2020-03-10,吕越超,混合型-偏股,海富通基金,2.81亿元（截止至：2021-09-30）
d006133,万家智造优势混合C,2021-11-24,3.1729,-0.57,4.11,8.82,-0.19,35.62,59.47,186.13,268.94,45.99,269.42,1,0.00,0,2018-08-28,李文宾,混合型-偏股,万家基金,0.32亿元（截止至：2021-09-30）
d002281,建信裕利灵活配置混合,2021-11-24,2.6550,0.73,3.31,15.87,10.29,47.21,59.27,146.68,206.51,44.88,165.50,10元,1.50%,0.15%,2016-01-04,江映德,混合型-灵活,建信基金,0.96亿元（截止至：2021-09-30）
d006257,信达澳银先进智造股票型,2021-11-24,3.4471,-0.88,3.05,6.92,5.09,56.28,59.26,179.71,,52.36,244.71,10元,1.50%,0.15%,2019-01-17,冯明远,股票型,信达澳银基金,31.51亿元（截止至：2021-09-30）
d001410,信达澳银新能源产业股票,2021-11-24,5.6060,-0.97,2.99,7.01,4.61,56.33,59.22,179.46,365.61,51.92,486.90,10元,1.50%,0.15%,2015-07-31,冯明远,股票型,信达澳银基金,148.10亿元（截止至：2021-09-30）
d001411,诺安创新驱动混合A,2021-11-24,1.6430,-0.42,1.23,10.79,3.72,47.62,59.05,62.89,74.06,50.87,83.64,10元,1.50%,0.15%,2015-06-18,蔡嵩松,混合型-灵活,诺安基金,1.91亿元（截止至：2021-09-30）
d004671,中融核心成长,2021-11-24,1.9462,-0.26,3.07,2.85,-4.92,45.17,59.00,141.88,213.75,26.16,94.62,100元,1.50%,0.15%,2017-09-29,金拓,混合型-灵活,中融基金,1.44亿元（截止至：2021-09-30）
d002051,诺安创新驱动混合C,2021-11-24,1.6290,-0.43,1.24,10.82,3.76,47.55,58.93,62.47,73.32,50.69,80.35,10元,1.50%,0.15%,2015-11-18,蔡嵩松,混合型-灵活,诺安基金,0.85亿元（截止至：2021-09-30）
d202027,南方高端装备灵活配置混合A,2021-11-24,4.6190,-1.16,2.17,7.42,1.41,38.58,58.84,163.19,273.10,43.18,513.96,10元,1.50%,0.15%,2012-09-25,张磊,混合型-灵活,南方基金,14.99亿元（截止至：2021-09-30）
d006281,万家人工智能混合A,2021-11-24,3.1652,-1.41,0.48,6.55,-3.32,32.95,58.78,191.59,,40.78,216.52,10元,1.50%,0.15%,2019-01-25,耿嘉洲,混合型-偏股,万家基金,4.10亿元（截止至：2021-09-30）
d005855,中科沃土沃瑞混合A,2021-11-24,3.3807,-0.35,1.47,6.52,4.86,46.82,58.73,196.79,,51.49,238.07,1,0.15,0,2019-01-14,林皓,混合型-灵活,中科沃土基金,0.72亿元（截止至：2021-09-30）
d010135,泰达高研发6个月持有混合A,2021-11-24,1.5524,-1.98,-0.28,9.07,7.22,67.46,58.67,,,62.86,55.24,1,0.15,0,2020-09-24,王鹏,混合型-偏股,泰达宏利基金,6.63亿元（截止至：2021-09-30）
d001753,红土创新新兴产业混合,2021-11-24,2.0720,-1.10,4.54,4.96,-6.33,42.21,58.53,159.65,182.67,37.77,107.20,10元,1.50%,0.15%,2015-09-23,石炯,混合型-灵活,红土创新基金,3.61亿元（截止至：2021-09-30）
d519005,海富通股票混合,2021-11-24,1.5830,-1.92,2.53,1.15,-1.19,56.27,58.46,90.49,184.20,32.80,580.32,10元,1.50%,0.15%,2005-07-29,吕越超,混合型-偏股,海富通基金,25.37亿元（截止至：2021-09-30）
d160225,国泰国证新能源汽车指数,2021-11-24,2.4713,-1.47,2.28,3.55,1.58,39.16,58.41,216.23,253.09,41.75,144.65,1,0.12,0,2015-08-27,谢东旭,指数型-股票,国泰基金,30.32亿元（截止至：2021-09-30）
d009024,海富通科技创新混合C,2021-11-24,1.5720,-1.73,3.35,1.96,0.26,56.28,58.40,,,32.85,57.20,1,0.00,0,2020-03-10,吕越超,混合型-偏股,海富通基金,1.30亿元（截止至：2021-09-30）
d001856,易方达环保主题混合,2021-11-24,4.4300,-2.14,2.12,1.35,5.40,43.46,58.38,224.54,377.37,42.08,343.00,10元,1.50%,0.15%,2017-06-02,祁禾,混合型-灵活,易方达基金,63.90亿元（截止至：2021-09-30）
d003751,万家瑞隆混合,2021-11-24,2.5857,-1.70,0.29,6.15,10.91,37.19,58.37,144.77,194.30,52.75,158.57,10元,1.50%,0.15%,2016-11-30,刘洋,混合型-偏股,万家基金,5.15亿元（截止至：2021-09-30）
d005856,中科沃土沃瑞混合C,2021-11-24,3.3428,-0.35,1.46,6.43,4.91,46.87,58.27,195.38,,51.11,234.28,1,0.00,0,2019-01-14,林皓,混合型-灵活,中科沃土基金,1.32亿元（截止至：2021-09-30）
d010136,泰达高研发6个月持有混合C,2021-11-24,1.5471,-1.97,-0.28,9.04,7.15,67.22,58.19,,,62.43,54.71,1,0.00,0,2020-09-24,王鹏,混合型-偏股,泰达宏利基金,3.36亿元（截止至：2021-09-30）
d260111,景顺长城公司治理混合,2021-11-24,2.3340,-0.51,3.05,11.51,3.27,42.58,58.14,140.03,193.32,46.05,451.07,10元,1.50%,0.15%,2008-10-22,杨锐文,混合型-偏股,景顺长城基金,3.01亿元（截止至：2021-09-30）
d006299,恒越核心精选混合A,2021-11-24,2.8943,-1.66,2.28,4.85,-3.46,15.29,57.86,178.19,189.46,36.13,189.43,1,0.15,0,2018-11-15,高楠,混合型-偏股,恒越基金,38.64亿元（截止至：2021-09-30）
d006049,恒越研究精选混合A/B,2021-11-24,2.9006,-1.89,1.28,3.74,-7.25,15.43,57.80,172.56,207.36,37.59,190.06,1,0.15,0,2018-07-04,高楠,混合型-偏股,恒越基金,5.90亿元（截止至：2021-09-30）
d005009,申万菱信行业轮动股票,2021-11-24,2.2700,-2.20,7.56,6.71,2.04,39.30,57.77,165.72,240.89,39.57,132.09,10元,1.50%,0.15%,2017-09-29,廖明兵,股票型,申万菱信基金,1.24亿元（截止至：2021-09-30）
d005207,南方高端装备灵活配置混合C,2021-11-24,4.4760,-1.15,2.17,7.34,1.22,38.02,57.55,159.03,264.20,42.14,183.47,10元,,0.00%,2017-12-01,张磊,混合型-灵活,南方基金,1.95亿元（截止至：2021-09-30）
d007193,恒越核心精选混合C,2021-11-24,2.8957,-1.66,2.28,4.83,-3.51,15.17,57.55,177.13,,35.88,158.20,1,0.00,0,2019-04-10,高楠,混合型-偏股,恒越基金,31.47亿元（截止至：2021-09-30）
d001743,诺安优选回报混合,2021-11-24,1.7610,-0.79,1.56,11.39,6.47,35.15,57.51,73.16,109.94,60.53,119.39,10元,1.50%,0.15%,2016-09-22,张堃,混合型-灵活,诺安基金,0.93亿元（截止至：2021-09-30）
d007192,恒越研究精选混合C,2021-11-24,2.8863,-1.89,1.28,3.72,-7.30,15.31,57.48,171.24,,37.34,151.77,1,0.00,0,2019-04-10,高楠,混合型-偏股,恒越基金,8.38亿元（截止至：2021-09-30）
d519089,新华优选成长混合,2021-11-24,3.3620,-1.72,-1.73,6.57,7.37,47.90,57.39,167.22,243.09,41.51,784.77,10元,1.50%,0.15%,2008-07-25,栾超,混合型-偏股,新华基金,5.50亿元（截止至：2021-09-30）
